event_id,investigation_type,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition
20170110X14448,Accident,2017-01-01,"Casa Grande, AZ",United States,Non-Fatal,Substantial,Airplane,larson_roger_h,RV-7,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170117X42903,Accident,2017-01-01,"New Braunfels, TX",United States,Non-Fatal,Substantial,Airplane,quicksilver,GT-400 R503,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170103X14851,Accident,2017-01-02,"Payson, AZ",United States,Fatal,Destroyed,Airplane,cessna,T210K,No,1.0,Reciprocating,4.0,0.0,0.0,0.0,IMC
20170103X43747,Accident,2017-01-03,"Paradise, MT",United States,Non-Fatal,Substantial,Airplane,softex_invest_llc,V-24L,No,2.0,Reciprocating,0.0,0.0,2.0,0.0,VMC
20170105X45917,Accident,2017-01-04,"Napa, CA",United States,Non-Fatal,Substantial,Airplane,schosanski_john_h,COZY MK IV R,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170105X51011,Accident,2017-01-04,"Nacogdoches, TX",United States,Non-Fatal,Substantial,Airplane,mooney_aircraft_corp.,M20,No,1.0,Reciprocating,0.0,1.0,0.0,0.0,VMC
20170105X81632,Accident,2017-01-04,"Brookfield, WI",United States,Fatal,Substantial,Airplane,demmer,BD-4,Yes,1.0,Reciprocating,1.0,0.0,1.0,1.0,VMC
20170105X41106,Accident,2017-01-05,"San Pedro, CA",United States,Fatal,Substantial,Helicopter,robinson_helicopter,R22 BETA,No,1.0,Reciprocating,2.0,0.0,0.0,0.0,VMC
20170105X74726,Accident,2017-01-05,"Gurdon, AR",United States,Fatal,Destroyed,Airplane,columbia_aircraft_mfg,LC41 550FG,No,1.0,Reciprocating,2.0,0.0,0.0,0.0,VMC
20170105X85226,Accident,2017-01-05,"Atlanta, GA",United States,Non-Fatal,Substantial,Airplane,aircraft_mfg_&_development_co,CH 2000,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170112X50410,Accident,2017-01-05,"Tangara da Serra, Brazil",Brazil,Fatal,Substantial,Airplane,cessna,172,No,0.0,unknown,2.0,0.0,2.0,0.0,unknown
20170111X63040,Incident,2017-01-06,"Brisbane, Australia",Australia,unknown,Minor,Airplane,boeing,737,No,0.0,unknown,0.0,0.0,0.0,0.0,unknown
20170119X13551,Accident,2017-01-06,"Lakeport, CA",United States,unknown,Substantial,Airplane,cessna,175,No,1.0,Reciprocating,0.0,0.0,0.0,0.0,VMC
20170124X60408,Accident,2017-01-06,"Hobart, IN",United States,Non-Fatal,Substantial,Airplane,cessna,172M,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170414X90203,Accident,2017-01-07,"Arabian Sea, UN",UN,unknown,unknown,Airplane,canadair,CL604,No,0.0,unknown,0.0,0.0,0.0,0.0,unknown
20170109X24157,Accident,2017-01-07,"Jackson, CA",United States,Non-Fatal,Substantial,Airplane,cessna,421C,No,2.0,Turbo Prop,0.0,0.0,0.0,1.0,VMC
20170110X52933,Accident,2017-01-07,"Michiragua, Colombia",Colombia,Fatal,unknown,Airplane,cessna,A188,No,0.0,unknown,1.0,0.0,0.0,0.0,unknown
20170110X92555,Accident,2017-01-07,"Meeker, CO",United States,Non-Fatal,Substantial,Airplane,cirrus,SR22,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170112X14656,Accident,2017-01-07,"Hollywood, FL",United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170112X95658,Accident,2017-01-08,"Tirua, Chile",Chile,Fatal,Destroyed,Airplane,cessna,172,No,0.0,unknown,4.0,0.0,0.0,0.0,IMC
20170111X50750,Accident,2017-01-10,"Milton-Freewater, OR",United States,Non-Fatal,Substantial,Airplane,christen_industries_inc,A 1,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170111X53648,Incident,2017-01-10,"Bournemouth, United Kingdom",United Kingdom,Non-Fatal,Minor,Airplane,boeing_company,BOEING 737-8K5,No,2.0,Turbo Fan,0.0,0.0,0.0,182.0,unknown
20170111X80048,Accident,2017-01-11,"Carthage, TN",United States,Non-Fatal,Substantial,Airplane,maule,MX7,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170113X00618,Accident,2017-01-11,"Green Bay, WI",United States,Non-Fatal,Substantial,Airplane,cessna,182T,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170126X62657,Accident,2017-01-11,"Gardermoen, Norway",Norway,Non-Fatal,Substantial,Airplane,cessna,560,No,0.0,unknown,0.0,0.0,0.0,2.0,unknown
20170112X04240,Accident,2017-01-12,"Hayden, AL",United States,Non-Fatal,Substantial,Airplane,cessna,170,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170113X11749,Accident,2017-01-12,"Era, TX",United States,Fatal,Substantial,Airplane,fields,Steen Skybolt,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0,VMC
20170118X72227,Accident,2017-01-12,"Lake Hughes, CA",United States,Fatal,Substantial,Airplane,mooney,M20J,No,1.0,Reciprocating,1.0,0.0,0.0,0.0,Unk
20170120X80422,Accident,2017-01-12,"Punta Gorda, FL",United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170113X04821,Accident,2017-01-13,"Port Orford, OR",United States,Fatal,Substantial,Airplane,piper,PA 28-236,No,1.0,Reciprocating,1.0,0.0,0.0,0.0,VMC
20170114X83817,Accident,2017-01-14,"Mayo, FL",United States,Fatal,Substantial,Airplane,sharpe_william_l,BUCCANEER II B,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0,VMC
20170116X24104,Accident,2017-01-14,"Buckeye, AZ",United States,Non-Fatal,Substantial,Airplane,cessna,T210,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170117X10618,Accident,2017-01-14,"Mobile, AL",United States,Non-Fatal,Substantial,Airplane,cessna,182,No,1.0,Reciprocating,0.0,2.0,0.0,0.0,VMC
20170117X43953,Accident,2017-01-14,"Coalinga, CA",United States,Non-Fatal,Substantial,Airplane,beech,B200,No,2.0,Turbo Prop,0.0,0.0,0.0,1.0,VMC
20170118X70442,Accident,2017-01-14,"Coeur D'Alene, ID",United States,Non-Fatal,Substantial,Airplane,cessna,170,No,1.0,Reciprocating,0.0,0.0,0.0,3.0,VMC
20170609X94504,Accident,2017-01-14,"Manchester, United Kingdom",United Kingdom,unknown,unknown,Airplane,boeing,737,No,0.0,unknown,0.0,0.0,0.0,0.0,unknown
20170117X02742,Accident,2017-01-15,"Oxfordshire, United Kingdom",United Kingdom,Fatal,Destroyed,Airplane,piper_aircraft_corporation,PIPER PA-30,No,2.0,Reciprocating,1.0,0.0,0.0,0.0,unknown
20170117X41022,Accident,2017-01-15,"Compton, CA",United States,Non-Fatal,Substantial,Airplane,aeronca,7AC,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170116X45804,Accident,2017-01-16,"Bainbridge, GA",United States,Non-Fatal,Substantial,Airplane,american_champion_aircraft,7GCAA,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170116X90503,Accident,2017-01-16,"Bishkek, Kyrgyzstan",Kyrgyzstan,Fatal,Destroyed,Airplane,boeing,747,No,0.0,unknown,4.0,0.0,0.0,0.0,unknown
20170117X15227,Accident,2017-01-16,"Howell, MI",United States,Non-Fatal,Substantial,Airplane,textron_aviation_inc,525C,No,2.0,Turbo Fan,0.0,0.0,1.0,0.0,VMC
20170117X42106,Accident,2017-01-17,"Pierson, FL",United States,Non-Fatal,Substantial,Airplane,american_legend_aircraft_co,AL3,No,1.0,Reciprocating,0.0,0.0,2.0,0.0,VMC
20170117X55850,Accident,2017-01-17,"Pilot Point, AK",United States,Non-Fatal,Substantial,Airplane,piper,PA-32,No,1.0,Reciprocating,0.0,0.0,2.0,0.0,IMC
20170117X64906,Accident,2017-01-17,"Corona, CA",United States,Fatal,Substantial,Airplane,johnson,Harmon Rocket,Yes,0.0,unknown,1.0,0.0,1.0,0.0,VMC
20170119X01842,Accident,2017-01-17,"Vernon, UT",United States,Non-Fatal,Substantial,Airplane,air_tractor_inc,AT 802,No,1.0,Turbo Fan,0.0,0.0,0.0,1.0,VMC
20170119X64022,Accident,2017-01-17,"Markleeville, CA",United States,Non-Fatal,Substantial,Airplane,cessna,140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170117X34946,Accident,2017-01-18,"Champaign, IL",United States,Non-Fatal,Substantial,Helicopter,robinson_helicopter,R22,No,1.0,Reciprocating,0.0,1.0,0.0,1.0,VMC
20170130X63809,Accident,2017-01-18,"Delta, CO",United States,Non-Fatal,Substantial,Airplane,beech,95-C55,No,2.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170119X81250,Accident,2017-01-19,"Billings, MT",United States,Non-Fatal,Substantial,Airplane,beech,99,No,2.0,Turbo Prop,0.0,0.0,0.0,1.0,VMC
20170120X75243,Accident,2017-01-19,"Parati, Brazil",Brazil,Fatal,Substantial,Airplane,hawker_beechcraft,C90GT,No,0.0,unknown,5.0,0.0,0.0,0.0,unknown
20170125X40013,Accident,2017-01-20,"Araucania, Chile",Chile,Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,2.0,0.0,2.0,0.0,VMC
20170222X73047,Incident,2017-01-20,"Darlot, Australia",Australia,Non-Fatal,Minor,Airplane,avro,146,No,0.0,unknown,0.0,0.0,0.0,2.0,unknown
20170121X51718,Accident,2017-01-21,"West Caldwell, NJ",United States,Non-Fatal,Destroyed,Airplane,hawker_beechcraft_corp,G36,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,IMC
20170122X64422,Accident,2017-01-21,"Wellington, TX",United States,Fatal,Destroyed,Airplane,bellanca,7GCBC,No,1.0,Reciprocating,2.0,0.0,0.0,0.0,VMC
20170124X22049,Accident,2017-01-21,"Kidron, OH",United States,Non-Fatal,Substantial,Airplane,bellanca,17 30,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170125X44143,Accident,2017-01-21,"Salinas Victoria, Mexico",Mexico,Fatal,Destroyed,Helicopter,robinson,R44,No,1.0,Reciprocating,2.0,0.0,0.0,0.0,unknown
20170207X82120,Accident,2017-01-22,"Sebring, OH",United States,Non-Fatal,Substantial,Airplane,cessna,182,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170222X73751,Incident,2017-01-22,"Dhaka, India",India,Non-Fatal,Minor,Airplane,boeing,737,No,0.0,unknown,0.0,0.0,0.0,2.0,unknown
20170123X71328,Accident,2017-01-23,"Tucson, AZ",United States,Fatal,Destroyed,Airplane,beech,300,No,2.0,Turbo Prop,2.0,0.0,0.0,0.0,VMC
20170124X42431,Accident,2017-01-23,"Denton, TX",United States,Non-Fatal,Substantial,Airplane,cessna,150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170124X45041,Incident,2017-01-23,"Baltimore, MD",United States,Non-Fatal,unknown,Airplane,bombardier_inc,CL 600 2B19,No,2.0,Turbo Fan,0.0,0.0,0.0,51.0,Unk
20170125X34153,Accident,2017-01-24,"Discovery Bay, WA",United States,Non-Fatal,Substantial,Airplane,beech,E17L,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170126X12752,Accident,2017-01-24,"Wichita, KS",United States,Non-Fatal,Substantial,Airplane,piper,PA 28R,No,1.0,Reciprocating,0.0,0.0,0.0,3.0,VMC
20170309X11947,Accident,2017-01-24,"Durango, CO",United States,Non-Fatal,Substantial,Airplane,beech,C 99,No,2.0,Turbo Prop,0.0,0.0,0.0,2.0,IMC
20170518X61152,Accident,2017-01-24,"Fort Worth, TX",United States,Non-Fatal,Substantial,Helicopter,bell,407,No,1.0,Turbo Shaft,0.0,0.0,0.0,2.0,VMC
20170125X83045,Accident,2017-01-25,"San Antonio, TX",United States,Fatal,Destroyed,Airplane,cirrus_design_corp,SR22,No,1.0,Reciprocating,1.0,0.0,0.0,0.0,VMC
20170126X02237,Accident,2017-01-25,"Jay, OK",United States,Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,1.0,0.0,0.0,0.0,VMC
20170127X81526,Accident,2017-01-26,"Clearwater, FL",United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170130X42804,Accident,2017-01-26,"Fort Mohave, AZ",United States,Non-Fatal,Substantial,Airplane,piper,PA32R,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170131X31340,Accident,2017-01-26,"Midland, TX",United States,Non-Fatal,Substantial,Airplane,cessna,182,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170201X54942,Accident,2017-01-26,"Ozark, MO",United States,Non-Fatal,Substantial,Airplane,beech,BE35,No,1.0,Reciprocating,0.0,1.0,1.0,0.0,VMC
20170202X75732,Accident,2017-01-26,"Perth, Australia",Australia,Fatal,Destroyed,Airplane,grumman_american_corporation,G-73,No,0.0,unknown,2.0,0.0,0.0,0.0,unknown
20170309X64014,Incident,2017-01-26,"Cancun, Mexico",Mexico,Non-Fatal,unknown,Airplane,boeing,757-223,No,0.0,unknown,0.0,0.0,0.0,1.0,unknown
20170127X85009,Accident,2017-01-27,"West Palm Beach, FL",United States,Non-Fatal,Substantial,Airplane,beech,200,No,2.0,Turbo Prop,0.0,0.0,0.0,2.0,VMC
20170131X24430,Incident,2017-01-27,"Sioux Falls, SD",United States,Non-Fatal,Minor,Helicopter,eurocopter_deutschland_gmbh,MBB BK 117 C-2,No,2.0,Turbo Shaft,0.0,0.0,0.0,3.0,VMC
20170128X12156,Accident,2017-01-28,"Charleston, WV",United States,Non-Fatal,Substantial,Airplane,cessna,210,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170128X51713,Accident,2017-01-28,"Georgetown, DE",United States,Non-Fatal,Destroyed,Airplane,piper,PA22,No,1.0,Reciprocating,0.0,1.0,0.0,0.0,VMC
20170130X23850,Accident,2017-01-28,"Butterfield, TX",United States,Non-Fatal,Substantial,Airplane,ercoupe,415-C,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170130X31212,Accident,2017-01-28,"Canon City, CO",United States,Non-Fatal,Substantial,Airplane,great_lakes,2T1A,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170131X04522,Accident,2017-01-28,"McCook, NE",United States,Non-Fatal,Substantial,Airplane,vaughan_gerald_r,SIDE WINDER TD,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170201X65127,Accident,2017-01-28,"Leticia, Colombia",Colombia,Non-Fatal,Substantial,Airplane,boeing,737,No,0.0,unknown,0.0,0.0,0.0,4.0,unknown
20170208X54102,Accident,2017-01-28,"Jiggs, NV",United States,Non-Fatal,Substantial,Airplane,aviat_aircraft_inc,A-1C-200,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20171201X04336,Accident,2017-01-28,"Puerto la Cruz, Venezuela",Venezuela,Fatal,Destroyed,Airplane,beech,58,No,0.0,unknown,6.0,0.0,0.0,0.0,unknown
20170130X55007,Accident,2017-01-30,"Pottsville, PA",United States,Non-Fatal,Substantial,Airplane,cessna,P210,No,1.0,Reciprocating,0.0,2.0,0.0,0.0,VMC
20170130X65514,Accident,2017-01-30,"Jennings, LA",United States,Non-Fatal,Substantial,Airplane,zenith,CH750 STOL,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0,VMC
20170131X01649,Accident,2017-01-30,"Brenham, TX",United States,Non-Fatal,Substantial,Airplane,piper,J3C,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170208X65750,Accident,2017-01-30,"Tyonek, AK",United States,Non-Fatal,Substantial,Airplane,cessna,180,No,1.0,Reciprocating,0.0,0.0,0.0,3.0,VMC
20170131X81133,Accident,2017-01-31,"Price, TX",United States,Fatal,Destroyed,Airplane,cessna,177,No,1.0,Reciprocating,1.0,0.0,0.0,0.0,VMC
20170201X00517,Accident,2017-01-31,"Justin, TX",United States,Non-Fatal,Substantial,Airplane,cook,Smith Aviation Repli,Yes,1.0,Reciprocating,0.0,1.0,1.0,0.0,VMC
20170201X04529,Accident,2017-01-31,"Armstrong, TX",United States,Non-Fatal,Substantial,Helicopter,robinson_helicopter,R22,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170202X05920,Accident,2017-02-01,"Bakersfield, CA",United States,Non-Fatal,Substantial,Airplane,beech,E 55,No,0.0,Reciprocating,0.0,1.0,0.0,0.0,VMC
20170203X42626,Accident,2017-02-01,"Cameron Park, CA",United States,Non-Fatal,Substantial,Airplane,beech,95 B55 (T42A),No,2.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170204X84125,Accident,2017-02-01,"Anthony, NM",United States,Non-Fatal,Substantial,Airplane,robinson_michael_e,COZY MARK IV,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170216X14824,Accident,2017-02-01,"St. Elmo, AL",United States,Non-Fatal,Substantial,Airplane,s_c_aerostar_s_a,YAK 52,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170222X74031,Incident,2017-02-01,"Yogykarta, Indonesia",Indonesia,Non-Fatal,unknown,Airplane,boeing,737,No,0.0,unknown,0.0,0.0,0.0,126.0,unknown
20170207X62252,Accident,2017-02-02,"Carson City, NV",United States,Non-Fatal,Substantial,Helicopter,bell_helicopter_textron,206,No,1.0,Turbo Shaft,0.0,2.0,0.0,0.0,VMC
20170207X10221,Accident,2017-02-03,"Ellendale, MN",United States,Non-Fatal,Substantial,Airplane,mooney,M20C,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170222X73532,Incident,2017-02-03,"Edinburgh, United Kingdom",United Kingdom,Non-Fatal,Minor,Airplane,boeing,737,No,0.0,unknown,0.0,0.0,0.0,2.0,unknown
20170302X64943,Accident,2017-02-03,"Bonifay, FL",United States,Non-Fatal,Substantial,Airplane,cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170204X53753,Accident,2017-02-04,"Fallston, MD",United States,Non-Fatal,Substantial,Helicopter,robinson_helicopter,R22,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170207X40633,Accident,2017-02-05,"Loveland, CO",United States,Non-Fatal,Substantial,Airplane,cessna,T210,No,1.0,Reciprocating,0.0,1.0,0.0,1.0,VMC
20170206X23502,Accident,2017-02-06,"Friendly, MD",United States,Non-Fatal,Substantial,Airplane,piper,PA32R,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170206X64951,Accident,2017-02-06,"West Palm Beach, FL",United States,Non-Fatal,Substantial,Helicopter,robinson,R22,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170206X84323,Accident,2017-02-06,"Morganton, NC",United States,Non-Fatal,Substantial,Airplane,shell_john,SUPER SIX,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170222X34040,Accident,2017-02-06,"Poplar Bluff, MO",United States,Non-Fatal,Substantial,Airplane,beech,F90,No,2.0,Turbo Prop,0.0,0.0,0.0,2.0,IMC
20170207X10319,Accident,2017-02-07,"Galveston, TX",United States,Fatal,Destroyed,Helicopter,bell,206B,No,1.0,Turbo Shaft,1.0,0.0,0.0,2.0,IMC
20170207X74320,Accident,2017-02-07,"Beattyville, KY",United States,Non-Fatal,Substantial,Helicopter,eurocopter_deutschland_gmbh,EC 135,No,2.0,Turbo Shaft,0.0,0.0,0.0,3.0,VMC
20170208X03312,Accident,2017-02-07,"Freeport, Bahamas",Bahamas,Non-Fatal,Substantial,Airplane,saab,340,No,0.0,unknown,0.0,0.0,0.0,36.0,unknown
20170208X95150,Accident,2017-02-07,"Guatemala City, Guatemala",Guatemala,Fatal,Substantial,Helicopter,md_helicopter,600,No,1.0,Turbo Shaft,4.0,0.0,0.0,0.0,unknown
20171221X45432,Incident,2017-02-07,"Locarno, Eswatini",Eswatini,Non-Fatal,unknown,Helicopter,schweizer,269C,No,0.0,unknown,0.0,0.0,0.0,2.0,unknown
20170209X42609,Accident,2017-02-08,"Price, UT",United States,Non-Fatal,Substantial,Helicopter,hughes,OH 6A,No,1.0,Turbo Shaft,0.0,0.0,0.0,2.0,VMC
20170215X94452,Incident,2017-02-08,"Dehli, India",India,Non-Fatal,unknown,Airplane,airbus,A320,No,2.0,Turbo Fan,0.0,0.0,0.0,193.0,unknown
20180328X10435,Accident,2017-02-08,"Praia de Sao Joao  Caparica  Portugal, Portugal",Portugal,Fatal,Substantial,Airplane,cessna,152,No,1.0,unknown,0.0,0.0,0.0,2.0,unknown
20170209X35302,Accident,2017-02-09,"Sterling, AK",United States,Non-Fatal,Substantial,Airplane,piper,PA18,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170228X31819,Accident,2017-02-09,"Archer City, TX",United States,Non-Fatal,Substantial,Helicopter,bell-transworld_helicopters,47D1,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170216X92441,Incident,2017-02-10,"London, United Kingdom",United Kingdom,unknown,unknown,Airplane,british_aerospace,AVRO 146-RJ100,No,0.0,unknown,0.0,0.0,0.0,0.0,unknown
20170222X73241,Accident,2017-02-10,"Tamazula, Mexico",Mexico,Fatal,Substantial,Airplane,cessna,TU206G,No,0.0,unknown,3.0,0.0,3.0,0.0,unknown
20171128X15414,Incident,2017-02-10,"Giseong-ri, South Korea",South Korea,Non-Fatal,Minor,Airplane,cessna,172,No,0.0,unknown,0.0,0.0,0.0,2.0,unknown
20170222X74447,Incident,2017-02-11,"Jeddah, Saudi Arabia",Saudi Arabia,Non-Fatal,Minor,Airplane,boeing,777,No,0.0,unknown,0.0,0.0,0.0,365.0,unknown
20170212X02502,Accident,2017-02-11,"St. Petersburg, FL",United States,Non-Fatal,Substantial,Airplane,beech,T 34B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170212X02618,Accident,2017-02-11,"Punta Gorda, FL",United States,Non-Fatal,Substantial,Airplane,nielsen_martin_m,CHALLENGER II,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0,VMC
20170222X25255,Accident,2017-02-11,"Virgin Gorda, Virgin Islands (British)",Virgin Islands,Non-Fatal,Substantial,Airplane,cessna,402C,No,2.0,Reciprocating,0.0,0.0,0.0,9.0,unknown
20170212X83909,Accident,2017-02-12,"Ramona, CA",United States,Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,1.0,2.0,0.0,0.0,VMC
20170213X95019,Accident,2017-02-12,"Lake Teletskoye, Russia",Russia,Fatal,Substantial,Helicopter,robinson,R66,No,0.0,Turbo Shaft,5.0,0.0,0.0,0.0,Unk
20170215X21447,Accident,2017-02-12,"Cedar Key, FL",United States,Fatal,Destroyed,Airplane,piper,PA28R,No,1.0,Reciprocating,3.0,0.0,0.0,0.0,IMC
20170224X03359,Accident,2017-02-12,"Phoenix, AZ",United States,Non-Fatal,unknown,Airplane,boeing,737 76N,No,2.0,Turbo Fan,0.0,0.0,0.0,143.0,VMC
20170221X10747,Accident,2017-02-13,"Wheatland, WY",United States,Non-Fatal,Substantial,Airplane,cessna,170,No,1.0,Reciprocating,0.0,0.0,0.0,3.0,VMC
20170222X80758,Accident,2017-02-13,"Dulles, VA",United States,Non-Fatal,unknown,Airplane,bombardier_inc,DHC 8 311,No,1.0,Turbo Prop,0.0,0.0,1.0,52.0,VMC
20170719X44355,Incident,2017-02-13,"Baraloche, Argentina",Argentina,unknown,unknown,Airplane,boeing,737,No,0.0,unknown,0.0,0.0,0.0,0.0,unknown
20170221X02735,Accident,2017-02-14,"Columbus, OH",United States,Non-Fatal,Substantial,Airplane,beech,D55,No,2.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170222X62849,Accident,2017-02-14,"Holtville, CA",United States,Non-Fatal,Substantial,Helicopter,robinson_helicopter,R44,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170222X93839,Accident,2017-02-14,"Beckwourth, CA",United States,Non-Fatal,Substantial,Airplane,beech,A23,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170307X03418,Accident,2017-02-14,"Rattan, OK",United States,Non-Fatal,Substantial,Airplane,beech,C90A,No,2.0,Turbo Prop,0.0,0.0,0.0,3.0,IMC
20170215X50149,Accident,2017-02-15,"Shreveport, LA",United States,Fatal,Substantial,Helicopter,bell_helicopter_textron_canada,429,No,2.0,Turbo Shaft,2.0,0.0,0.0,0.0,IMC
20170216X44213,Accident,2017-02-15,"Charlotte, NC",United States,Non-Fatal,Substantial,Airplane,bombardier_inc,CL 600 2C10,No,2.0,Turbo Fan,0.0,0.0,0.0,48.0,VMC
20170216X12429,Accident,2017-02-16,"Burlington, NC",United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170216X12812,Accident,2017-02-16,"Climax, GA",United States,Fatal,Substantial,Airplane,beech,A45,No,1.0,Reciprocating,1.0,0.0,0.0,0.0,VMC
20170216X50911,Accident,2017-02-16,"Winder, GA",United States,Fatal,Substantial,Airplane,beech,C23,No,1.0,Reciprocating,2.0,0.0,0.0,0.0,VMC
20170223X20017,Incident,2017-02-16,"San Francisco, CA",United States,unknown,unknown,Airplane,embraer_s_a,ERJ 170-200 LR,No,2.0,Turbo Fan,0.0,0.0,0.0,0.0,VMC
20170301X33456,Accident,2017-02-16,"Pomona, CA",United States,Non-Fatal,Substantial,Airplane,beech,F33A,No,0.0,Reciprocating,0.0,1.0,0.0,1.0,VMC
20170314X64829,Accident,2017-02-16,"Ruby, AK",United States,Non-Fatal,Substantial,Airplane,piper,PA22,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170224X82029,Accident,2017-02-17,"Naples, FL",United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20171024X12703,Incident,2017-02-17,"Riga, Latvia",Latvia,unknown,unknown,Airplane,boeing,737,No,0.0,unknown,0.0,0.0,0.0,0.0,unknown
20170221X24348,Accident,2017-02-18,"Borger, TX",United States,Non-Fatal,Substantial,Airplane,pitts_special,S 1C,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170223X92731,Accident,2017-02-18,"Clever, MO",United States,Non-Fatal,Substantial,Airplane,aerostar_acft_corp_of_texas,M20E,No,1.0,Reciprocating,0.0,0.0,2.0,0.0,VMC
20170224X40429,Accident,2017-02-18,"Statesville, NC",United States,Non-Fatal,Substantial,Airplane,cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,1.0,VMC
20170228X65345,Accident,2017-02-18,"Holbrook, AZ",United States,Non-Fatal,Substantial,Helicopter,robinson_helicopter,R22 BETA,No,1.0,Reciprocating,0.0,0.0,0.0,2.0,VMC
20170307X70706,Accident,2017-02-18,"Centennial, CO",United States,Non-Fatal,Substantial,Airplane,piper,PA 28R-200,No,1.0,Reciprocating,0.0,1.0,1.0,0.0,VMC
20170219X40644,Accident,2017-02-19,"Bayonne, NJ",United States,Non-Fatal,Substantial,Airplane,piper,PA28R,No,1.0,Reciprocating,0.0,0.0,1.0,0.0,VMC
20170219X41753,Accident,2017-02-19,"Dawsonville, GA",United States,Non-Fatal,Substantial,Airplane,ercoupe,415,No,1.0,Reciprocating,0.0,1.0,0.0,0.0,VMC
20170219X54712,Accident,2017-02-19,"Bally, PA",United States,Non-Fatal,Substantial,Airplane,cessna,180,No,1.0,Reciprocating,0.0,0.0,0.0,4.0,VMC
